artist,song,year,tag,views,signified,signifier,line
Benshi,Whats up with u,2022,rap,12,she look,a treesha,Bitch on me she look like a treesha
Thunderrz,See You Later,2021,rap,1,man down,the lakers,"If I roll up on you, It's finna be a man down like the lakers (Oh nah bruh you can't be sayin that, You gonna get canceled) (Oh you right, You right)"
30 Deep Grimeyy & NWM Cee Murdaa,No Cap 3,2022,rap,92,me feel,the shit,"They comparin' us to the best, it make me feel like the shit"
30 Deep Grimeyy & NWM Cee Murdaa,No Cap 3,2022,rap,92,i'm grimeyy,the grinch,"Bitch, I'm Grimeyy like the Grinch"
Idontknowjeffery,Ha Ha Ha Ha,2022,rap,30,passed her,a ops,Right off the top I got some top and passed her like a ops
Skyonna,Straight From Da Bottom,2022,rap,23,hopped on,a bunny,"Turned on a bеat, I hopped on like a bunny"
Skyonna,Straight From Da Bottom,2022,rap,23,hopped on,a bunny,"Turned on a beat, I hopped on like a bunny"
"Alvin the Architect, Rome Herbert",Threat,2020,rap,4,sound just,a pet,But he sound just like a pet
"Alvin the Architect, Rome Herbert",Threat,2020,rap,4,wear it,a vest,I wear it like a vest
Sunshine Christo,Crash The Whip,2022,rap,8,it vanished,a magician's cape,It vanished like a Magician's Cape
Jax (UK),Whos Got Bars? S2 E6,2022,rap,8,man quick,a capri sun,N juice man quick like a Capri sun
"Alvin the Architect, Rome Herbert",About to Blow,2021,rap,3,got invaded,the city of troy,His home got invaded like the city of Troy
Playboi Carti,Freestyle,2022,rap,52,on it,a motherfuckin' playboy bunny,Bitches hop up on it like a motherfuckin' Playboy bunny
Wintercastle,Wasted,2022,rap,5,it's looking,a pole,"Smoking on this fat, yeah it's looking like a pole"
UnoTheActivist,Cash Cow,2022,rap,116,popped him,a pimple,Thought I had forgot until I popped him like a pimple (What?)
Donnie Menace,Call The Cops,2015,rap,6,flow is,a fully automatic cracker on,Man my flow is like a fully automatic cracker on
Donnie Menace,Call The Cops,2015,rap,6,slaughter lot,a lot,"Bodies will be cut, cause I'm coming for your guts, slaughter lot like a lot and I'll be working y'all"
PS Hitsquad,Streetlife,2022,rap,183,the thing,a cursor,"I point the thing like a cursor, aim and shoot like I'm Werner"
PS Hitsquad,Streetlife,2022,rap,183,got dark,the mandem,"I got White like Shannon, and I got dark like the mandem"
PS Hitsquad,Streetlife,2022,rap,183,step anywhere,a red band,Step anywhere like a red band
William Crooks,​cappp,2022,rap,61,read you,a caption,I can't read for shit but I'll still read you like a caption
DEATHSENTENCED,‎bolesnie gin,2022,rap,1,life just,a play,"End your life just like a play, curtains closing in"
XINCLAIR,I COULD TELL,2022,rap,57,shawty,a angel yeah she pretty,Shawty like a angel yeah she pretty with no makeup
XINCLAIR,I COULD TELL,2022,rap,57,you're,a carousel,"You're like a carousel, that's spinning in my head"
Maniacal Sauce,Run,2022,rap,2,shade,a canopy,You’ve been throwin’ shade like a canopy
JAY (Oz),Tony Lockett,2022,rap,3,my goals,the footy on the screen,Now I'm kicking for my goals like the footy on the screen
JAY (Oz),Tony Lockett,2022,rap,3,that's,a basket if kobe shot it,"If you don't know, that's like a basket if Kobe shot it"
Solo Jaxon,Bet on Me,2022,rap,12,his honda,a tesla,"What can you tell 'em, he treat his Honda like a Tesla, uh"
D.enD,Wick Wick Blick Blick Remix,2022,rap,8,your lips,my whip,"All y’all got opinions, but you need to fix your lips like my whip, I mean zip quick"
D.enD,Wick Wick Blick Blick Remix,2022,rap,8,the d,the pistons,Why y’all all on the D like the Pistons?
RXKNephew,Unsubscribe Me  Don’t Buy My Music,2021,rap,27,drop hit,a meterologist,This straight drop hit like a meterologist
RXKNephew,Unsubscribe Me  Don’t Buy My Music,2021,rap,27,get ugly,a bunch of haitians,This shit'll get ugly like a bunch of Haitians
RXKNephew,Unsubscribe Me  Don’t Buy My Music,2021,rap,27,futuristic dope,the fifth element,Futuristic dope like The Fifth Element
RXKNephew,Unsubscribe Me  Don’t Buy My Music,2021,rap,27,trap jump,a cinema in regal,Trap jump like a cinema in Regal
RXKNephew,Unsubscribe Me  Don’t Buy My Music,2021,rap,27,trap look,a dollar movie,Trap look like a dollar movie
RXKNephew,Unsubscribe Me  Don’t Buy My Music,2021,rap,27,the cocaine,a racist bastards,Whip the cocaine like a racist bastards
RXKNephew,Unsubscribe Me  Don’t Buy My Music,2021,rap,27,bitch look,a fuckedup mr,That bitch look like a fucked-up Mr. Potato Head
RXKNephew,Unsubscribe Me  Don’t Buy My Music,2021,rap,27,that bitch,the darkskinned drake,I'ma walk in that bitch like the dark-skinned Drake
RXKNephew,Unsubscribe Me  Don’t Buy My Music,2021,rap,27,the pussy,the rock,People's Elbow the pussy like the Rock
RXKNephew,Unsubscribe Me  Don’t Buy My Music,2021,rap,27,rings look,a black baldheaded bitch,My rings look like a black bald-headed bitch
RXKNephew,Unsubscribe Me  Don’t Buy My Music,2021,rap,27,ar-15 look,a amazon bitch,AR-15 look like a Amazon bitch
RXKNephew,Unsubscribe Me  Don’t Buy My Music,2021,rap,27,a nigga,a racist white man,I will hang a nigga like a racist white man
RXKNephew,Unsubscribe Me  Don’t Buy My Music,2021,rap,27,outta everybody,a white kid,Shoot the fuck outta everybody like a white kid
RXKNephew,Unsubscribe Me  Don’t Buy My Music,2021,rap,27,your head,a nigga from atlanta,Drake paint your head like a nigga from Atlanta
RXKNephew,Unsubscribe Me  Don’t Buy My Music,2021,rap,27,no swag,a nigga from savannah,Used to have no swag like a nigga from Savannah
RXKNephew,Unsubscribe Me  Don’t Buy My Music,2021,rap,27,to look,a fool,That nigga Rick Ross used to look like a fool
Anto11,STAR WARS,2020,rap,2,my niggas,a ver,Look around with my niggas like a ver(ver)mont
Freedom Music,Scene Cypher 2,2022,rap,1470,bati act,a king,Bati act like a king
Freedom Music,Scene Cypher 2,2022,rap,1470,big jump,a kopi,Big Jump like a kopi
Lil Rapture,CRY ME A RIVER,2022,rap,2,i feel,a florist,"Selling green, bitch, I feel like a florist"
C3 Official,Through the Night,2021,rap,5,shit down,a hoes on the line,I’m spraying shit down like a hoes on the line
C3 Official,Through the Night,2021,rap,5,just,the dirt onna track,Just like the dirt onna track
Shuttin down,Buying Eggs at the Grocery Store,2022,rap,5,the way,a pylon,Panties in the way like a pylon
Jay Shades,Muy Thankful,2022,rap,3,that sound,a lil kid's,They wanna make beats that sound like a lil kid's
LaLion,Blasphemy,2022,rap,2,with it,a disappointed dad,Then whip your ass with it like a disappointed dad
Mr Traumatik,Demon Flow,2022,rap,1,a hand,an amputee,I'm generous I give a man a hand like an amputee (Jeeeez) (Jeeeez)
Mr Traumatik,Demon Flow,2022,rap,1,spit flames,a dragon,"I spit flames like a dragon, ill replace the blood in my veins with some kraken"
Mr Traumatik,Demon Flow,2022,rap,1,buried underground,a vegetable,Ill leave em buried underground like a vegetable (bastard)
Mr Traumatik,Demon Flow,2022,rap,1,suck it,a big octopus tentacle,They love to suck it like a big octopus tentacle
42 Dugg & EST Gee,My Yungin,2022,rap,102,that sound,a kite to me,"''Can I move, sir?'' Yeah, that sound like a kite to me"
MOJA,Tillandsia,2022,rap,2,got me,a drug,She got me hooked up baby got me like a drug
Gee Threee,Fresh Prince,2022,rap,3,the spot,a fuckin' kickflip,I pull up to the spot like a fuckin' kickflip
Gee Threee,Fresh Prince,2022,rap,3,it up,a track meet,Run it up like a track meet
Gee Threee,Fresh Prince,2022,rap,3,be ballin,a athlete,Skateboard nigga I be ballin like a athlete
Gee Threee,Fresh Prince,2022,rap,3,the spot,a fuckin' kickflip,I pull up to the spot like a fuckin' kickflip
Lexelboom,Focus,2022,rap,11,it's,a tape,It's like a tape
Yung MaunRoe,My Style,2020,rap,4,rappers up,a feast,While I'm eating rappers up like a feast
Yung MaunRoe,My Style,2020,rap,4,on deck,my name trippie redd,Black and Mild's on deck like my name Trippie Redd
DavidDaRapper,Something To Prove,2022,rap,4,they don't,the grind,"They don't like the grind, rather go outside, never seen more complacent"
CRAZYJOE2K,Harry Hoag,2022,rap,2,i snarl,the bucks,I'm still a youngin but I Snarl like the bucks
CRAZYJOE2K,Harry Hoag,2022,rap,2,to me,a prime biggie,They was to me like a prime Biggie and Pac
CRAZYJOE2K,Harry Hoag,2022,rap,2,i snarl,the bucks,I'm still a youngin but I Snarl like the bucks
Caskey,Avalanche,2022,rap,10,head rеd,the trees in autumn,My homie turned his head rеd like the trees in autumn
American Dead Cross,Gut Rot,2019,rap,4,i'm feelin',a joke,I'm feelin' like a joke
American Dead Cross,Gut Rot,2019,rap,4,feel thirty,your dirty,May feel thirty like your dirty
LAYA,Undress,2022,rap,7,you're feeling,a magnet to me,You're feeling like a magnet to me
ShaSimone,Hushpuppi,2021,rap,5,my emotions,a rollercoaster,"My emotions like a rollercoaster, feel like Stealth (U)"
Yawnie Mami,Damaged,2022,rap,5,press you,the hardest thug,Press you like the hardest thug
Action Bronson,SubZero,2022,rap,701,rip it,a man supposed to,I rip it like a man supposed to
Seezyn,Obsessed,2022,rap,4,treat you,the rest would do,I promise I won't fucking treat you like the rest would do
Detroit L-O,Grind,2017,rap,4,making money,a grown man,"On the block, I should play center, making money like a grown man"
PSB Chase,Head High,2022,rap,5,still feeling,the same guy,"Hop out that whip hold my head high , New year but Im still feeling like the same guy. It’s somethings nobody ever knew, You know the feeling you down bad but ya people hurting too? That shit woke me ip .. Move smart can’t let em fold me up. Women lie can’t let her hold me up. I ain’t rich yet I gotta run it up"
Tropidelic,Neighborhood,2022,rap,34,it feels,a chore anymore,And it feels like a chore anymore
Tropidelic,Neighborhood,2022,rap,34,another backwoods,a soda,I roll up another backwoods like a soda
Lil ki114r,4ever,2022,rap,0,myself up,an architect,Build myself up like an architect
Lil ki114r,4ever,2022,rap,0,myself up,an architect,Build myself up like an architect
Beneficence,Higher Degree,2021,rap,2,around snitching,the names telly savalis,"Emcee am I people call me Benef, I dropped Basement Chemistry and the Equator shift. I’m known to dominate a track. I like relax fit slacks. Speech precise rest assured this ain’t no Kodak Black.Thorough bred soul survivor, garden state on them plates. My frequencies make the haters wanna vacate a place. This ain’t no lean in the cup. It’s Iron Mike’s uppercut. It’s for intelligent thinkers who fight against the corrupt. The wokest hand that feeds you. Constituent for the people. livest dude you can’t elude. Still salute when I see you. Grassy Knolls mystique from that sixth floor in Dallas. You sniffing around snitching like the names Telly Savalis. This for my dudes on lock down who don’t see Nare visit. Close eyes open ya mind and take a trip to Kemet. Producer of the jewel one and only Confidence. Hillside monument. Most accurate common sense"
Slanted Truths,As Above,2022,rap,4,build up,a bubbling vial,The smiles build up like a bubbling vial
Supasang,Call of Duty,2021,rap,3,armor on,an armor all,Got my armor on like an Armor All/
Supasang,Call of Duty,2021,rap,3,thick boy,an armor car,My Spirit thick boy like an armor car/
Supasang,Call of Duty,2021,rap,3,the word,a seminar,Always in the word like a seminar/
ATOM Petrify,DEMONstrate,2022,rap,9,to act,a shield to conceal myself,To act like a shield to conceal myself
ATOM Petrify,DEMONstrate,2022,rap,9,taste just,a lemon,"Am sour to taste just like a lemon, understand the sermon"
ATOM Petrify,DEMONstrate,2022,rap,9,i'm  hot,a bakery,"Cause I'm  hot like a bakery, am not sweet am not sugary"
ATOM Petrify,DEMONstrate,2022,rap,9,on sight,a machinery,Kill on sight like a machinery
ATOM Petrify,DEMONstrate,2022,rap,9,struck you,a lighting,As i struck you like a lighting
BAM & Z,Idk how to respond to that,2022,rap,2,fall just,the season,I think that you like to see me fall just like the season
BAM & Z,Idk how to respond to that,2022,rap,2,in motion,my name was newton,I set shit in motion like my name was Newton
BAM & Z,Idk how to respond to that,2022,rap,2,hope you,my movie,Into the Matrix hope you like my movie
Alex Centeno,Stay Away,2022,rap,6,treat me,the worst,"Too obsessed, treat me like the worst, treat me like the best"
Alex Centeno,Stay Away,2022,rap,6,nothing,the rest,"Took a step, always represent, nothing like the rest"
Babycartel,Drank in my cup,2021,rap,4,get hit,a puck,Nigga get hit like a puck
Slump6s,​pcajay and slayer diss,2022,rap,2,that boy,a xan,We 'bout to pop that boy like a Xan
Slump6s,​pcajay and slayer diss,2022,rap,2,nigga actin',his ass invisible,Fat nigga actin' like his ass invisible
Slump6s,​pcajay and slayer diss,2022,rap,2,nigga look,a zombie,[?] that nigga look like a zombie
Sg603,Chakra Protection,2021,rap,28,it feel,my home,"Higher perspective, It feel like my home"
Luci Gang Child,What If,2022,rap,19,the rules,a villain,Bend the rules like a villain
Luci Gang Child,What If,2022,rap,19,rapping,a dragon fully expressing the talent,Rapping like a dragon fully expressing the talent/
Luci Gang Child,What If,2022,rap,19,cake shaped,a disc,Pan Cake shaped like a disc
CHIMERIX,Money Straight,2022,rap,2,that boy,a pill,"Uh, I popped that boy like a pill, all of my shooters we ready to kill"
Evil J,To The Moon,2022,rap,17,it just,a pool,Swim in it just like a pool
Evil J,To The Moon,2022,rap,17,flip them,a acrobatic,Flip them like a acrobatic
Mika Lion,Butta Man,2022,rap,5,on you,a luva,Runnin on you like a Luva
"KENNYJACTA, GLOXINIA, BLACKHOED",GANGSHIT,2022,rap,3,crush you,a tsunami,Because SAM E can crush you like a tsunami
"KENNYJACTA, GLOXINIA, BLACKHOED",GANGSHIT,2022,rap,3,ready feel,a gang shit,"With dead president, I'm ready feel like a gang shit"
"KENNYJACTA, GLOXINIA, BLACKHOED",GANGSHIT,2022,rap,3,ready feel,a gang shit,"With dead president, I'm ready feel like a gang shit"
"KENNYJACTA, GLOXINIA, BLACKHOED",GANGSHIT,2022,rap,3,that shit,a daily food,Killing that shit like a daily food
LiveRAW GBT,Do This All Night,2018,rap,2,the shower,a freak would,Give me top in the shower like a freak would
LiveRAW GBT,Do This All Night,2018,rap,2,blowing,the wind,"Just rolled a 3-5, blowing like the wind"
Lilp0o,Geekin,2022,rap,3,me feel,the klan,I got all whites on me feel like the klan
Lilp0o,Geekin,2022,rap,3,on attack,a titan,Im on attack like a titan
Lilp0o,Geekin,2022,rap,3,i feel,a rula,"I feel like a Rula, we not talking BK"
Wondervase,Woah,2022,misc,2,my eyes,a cheetah to be free,"My eyes like a cheetah to be free, tears marked them up from young"
Frankie Stew & Harvey Gunn,Spaceship Freestyle,2022,rap,3,my whips,a spaceship again,When its night my whips like a spaceship again
Frankie Stew & Harvey Gunn,Spaceship Freestyle,2022,rap,3,i felt,a sunken ship,"I remember when I felt like a sunken ship, so I learnt to write and"
Oz the Oddz,MAJOR LANE,2022,rap,4,be talkin',a lot,'don be talkin' like a lot and actin' like a OG
Oz the Oddz,MAJOR LANE,2022,rap,4,be talkin',a lot,'don be talkin' like a lot and actin' like a OG
Oz the Oddz,MAJOR LANE,2022,rap,4,your mouth,a thot in the street,Keep runnin' your mouth like a thot in the street
Oz the Oddz,MAJOR LANE,2022,rap,4,be talkin',a lot,'don be talkin' like a lot and actin' like a OG
Oz the Oddz,MAJOR LANE,2022,rap,4,be talkin',a lot,'don be talkin' like a lot and actin' like a OG
Oz the Oddz,MAJOR LANE,2022,rap,4,yo' mouth,a bitch,"Keep runnin' yo' mouth like a bitch but don't ever try yo' luck with me, 'cause I'm up in this bitch shootin' like I'm Kobe"
Oz the Oddz,MAJOR LANE,2022,rap,4,be talkin',a lot,'don be talkin' like a lot and actin' like a OG
Oz the Oddz,MAJOR LANE,2022,rap,4,be talkin',a lot,'don be talkin' like a lot and actin' like a OG
Untiljapan,Akimboglocks,2022,rap,4,i move,a zombie,"Fuck off the perc, I move like a zombie"
Untiljapan,Akimboglocks,2022,rap,4,i move,a zombie,"Fuck on the perc, I move like a zombie (A zombie)"
Untiljapan,Akimboglocks,2022,rap,4,bae i'm,the devil i'm just wearing marni,Bae I'm like the devil I'm just wearing Marni
Untiljapan,Akimboglocks,2022,rap,4,i move,a zombie,"Fuck off the perc, I move like a zombie"
Untiljapan,Akimboglocks,2022,rap,4,i move,a zombie,"Fuck on the perc, I move like a zombie"
Untiljapan,Akimboglocks,2022,rap,4,i move,a zombie,"Fuck off the perc, I move like a zombie"
3lse Starline,​ayy yeah,2022,rap,3,sounding,a band,"Sounding like a band, so she backstage, yeah"
3lse Starline,​ayy yeah,2022,rap,3,sounding,a band,"Sounding like a band, so she backstage, yeah"
Rockie Fresh,Walked In,2022,rap,20,feeling,the freshest in the building,Feeling like the freshest in the building
Rockie Fresh,Walked In,2022,rap,20,feeling,the freshest in the building,Feeling like the freshest in the building
Rockie Fresh,Walked In,2022,rap,20,blunt feel,a spaceship,Yeah this blunt feel like a spaceship
Rockie Fresh,Walked In,2022,rap,20,feeling,the freshest in the building,Feeling like the freshest in the building
Rockie Fresh,Walked In,2022,rap,20,feeling,the freshest in the building,Feeling like the freshest in the building
Rockie Fresh,Walked In,2022,rap,20,my lines,a free throw,And I still behind my lines like a free throw (walk)
Rockie Fresh,Walked In,2022,rap,20,feeling,the freshest in the building,Feeling like the freshest in the building
Rockie Fresh,Walked In,2022,rap,20,feeling,the freshest in the building,Feeling like the freshest in the building
Genius English Translations,Lil Careca - Crustáceo English Translation,2022,rap,3,boobs round,a tire,She has a pair of boobs round like a tire
Genius English Translations,Lil Careca - Crustáceo English Translation,2022,rap,3,boobs round,a tire,She has a pair of boobs round like a tire
400Pharaoh,FWM,2020,rap,3,treat,a a opposition,Treat like a a opposition
400Pharaoh,FWM,2020,rap,3,trappin,a fool,Trappin like a fool
Ruviru,Gone Too Far,2022,rap,2,laughing,a lunatic listening to the screams,Laughing like a lunatic listening to the screams
HunnaBand Dre,200 days,2022,rap,7,bitch still,my style,Bet his bitch still like my style
Yeat,Hatër,2022,rap,7000,the city,a demon,"Ridin' 'round the city like a demon, like a villain"
Drogo,Bando,2022,rap,16,shine bright,a diamond,We shine bright like a diamond
Drogo,Bando,2022,rap,16,shine bright,a diamond,We shine bright like a diamond
Drogo,Bando,2022,rap,16,shine bright,a diamond,We shine bright like a diamond
Drogo,Bando,2022,rap,16,shine bright,a diamond,We shine bright like a diamond
Drogo,Bando,2022,rap,16,shine bright,a diamond,We shine bright like a diamond
Drogo,Bando,2022,rap,16,shine bright,a diamond,We shine bright like a diamond
Drogo,Bando,2022,rap,16,rev it,the nascar,When i rev it up i rev it like the Nascar
Drogo,Bando,2022,rap,16,say she,a jigga that be rascal,Shawty say she like a jigga that be rascal
Drogo,Bando,2022,rap,16,shine bright,a diamond,We shine bright like a diamond
Drogo,Bando,2022,rap,16,shine bright,a diamond,We shine bright like a diamond
Sethii Shmactt,Nothing to something,2018,rap,1,that out,a siren,Bitch I been grinding smoking that out like a siren
Sethii Shmactt,Nothing to something,2018,rap,1,the king,a lion,Bitch I'm the king like a lion
Sethii Shmactt,Nothing to something,2018,rap,1,that out,a siren,Bitch I been grinding smoking that out like a siren
Sethii Shmactt,Nothing to something,2018,rap,1,the king,a lion,Bitch I'm the king like a lion
Fbf K.O,Money Baby,2022,rap,4,at me,a threat,"I got to run up a check, these n***** looking at me like a threat/ I got a wondering like K.O was next,  they see me winning and I'm taking all bets/ I'm getting money I can't be too depressed, she say I'm ugly and I told to say less/ I hear em taking shots I keep me a vest, how you let a broke nigga get you upset I guess cuz I'ma/"
Genius English Translations,Pharaoh - Клуб 18. Начало Club 18. Beginning English Translation,2015,rap,3,it's all,a maze,It's all like a maze
Money Mu & Money Man,Schizo,2022,rap,97,clean,the dishes,"Clean like the dishes, I'm in new Givenchy"
KazeWIW,Doyalike,2022,rap,95,that thing,a cadillac door,Slamming that thing like a Cadillac door
LiveRAW GBT,Bass Head,2018,rap,2,got green,a salad,"Keys like Khaled, got green like a salad"
LiveRAW GBT,Bass Head,2018,rap,2,acting,a plug,"Acting like a plug, little nigga you a string"
NerdOut,The Batman Rap Battle,2022,rap,67,going under,your city,"You going under like your city, you ain't here for the business"
L1L GH0ST-DAWG,MysexyVoice,2022,rap,3,muscles,the rock,"Pullin' up to your mom, muscles like The Rock (BIGWAR, BOWSY)"
L1L GH0ST-DAWG,MysexyVoice,2022,rap,3,cum far,a bunt,"Didn't cum far like a bunt, ate his cake no bunt"
L1L GH0ST-DAWG,MysexyVoice,2022,rap,3,i sound,a black man,"Couldn't do that deep voice shit no more, I sound like a black man"
YoungBoy Never Broke Again,Nightfall,2022,rap,3133,that pole,a shotta,Why you keep that pole like a shotta? I don't know
YoungBoy Never Broke Again,Nightfall,2022,rap,3133,the shit,my pappy,"I'm out the North, I bang that gang and with the shit like my pappy"
Maniacal Sauce,I,2022,rap,7,they act,my servant,They love it so much and they act like my servant
Reagan Myers,In My Favorite Memory of Her,2022,misc,2,she thinks,a cat arching its back to receive the sun,She throws her head back when she thinks like a cat arching its back to receive the sun
SKYTE,ADMITIT,2022,rap,35,it look,a biscuit,"Thick ass booty, man, it look like a biscuit (Like a biscuit)"
SKYTE,ADMITIT,2022,rap,35,on me,the wizard of oz,Rod stay on me like the Wizard of Oz (Wizard of Oz)
SKYTE,ADMITIT,2022,rap,35,i look,a boss,I done came up and I look like a boss (A boss)
Lord Gasp,Fontanelle,2022,rap,36,i feel,my brain's gonna split,I feel like my brain's gonna split
Lord Gasp,Fontanelle,2022,rap,36,i'm not,the rest,I'm not like the rest
Lord Gasp,Fontanelle,2022,rap,36,i'm not,the rest,I'm not like the rest
Lord Gasp,Fontanelle,2022,rap,36,i'm not,the rest,I'm not like the rest
Lord Gasp,Fontanelle,2022,rap,36,cells fucked,a nail's probing my fontanelle,My primary cells fucked like a nail's probing my fontanelle
Lord Gasp,Fontanelle,2022,rap,36,i feel,my brain's gonna split,I feel like my brain's gonna split
Yung Lean,Lips,2022,rap,1654,you feel,a city,Without you feel like a city with no people in it
Quando Rondo,10.27,2022,rap,1966,wet just,the rain,Whole hundred thousand 'cause that pussy wet just like the rain
Quando Rondo,10.27,2022,rap,1966,switch automatic,a fully in a mustang,Switch automatic like a fully in a Mustang
Light-Upp,Limpin,2021,rap,8,we high,the moon,Wolves wit me yeah we high like the moon
Light-Upp,Limpin,2021,rap,8,niggas cappin',the top of a shroom,Niggas cappin' like the top of a shroom
Light-Upp,Limpin,2021,rap,8,m hot,a devil,Because I’m hot like a devil
Stealth,Diamond Walking,2022,rap,4,up quick,a green thumb,Roll up quick like a green thumb
Stealth,Diamond Walking,2022,rap,4,m killing,a tragedy,The experts on the craft I’m killing like a tragedy
Coi Leray,Heart In A Coffin,2022,rap,312,you was,my reeses,You was like my Reeses
seiji oda,​blue hunnids,2017,rap,8,be shinin',the sun,"Shined up, I be shinin' like the Sun (Ayy)"
seiji oda,​blue hunnids,2017,rap,8,drippin',a mop,"I be covered in my sauce, drippin' like a mop (Yeah)"
YoungLuiy,Mission Remix,2022,rap,6,a live,a hilton,Me know a bredda weh a live like a Hilton
Manny Maurizio,Put On,2018,rap,3,my feet,a og,Got back on my feet like a OG
Kyle Bent,Signal,2022,rap,3,shocking,an eel,Shocking like an eel
Kyle Bent,Signal,2022,rap,3,shining,a star,"[Versе 2] Shining like a star, like it’s Sirius"
Kyle Bent,Signal,2022,rap,3,sharp,a crystal,Sharp like a crystal
MVP,Demon Time,2022,rap,25,got stripes,a tiger,"Got stripes like a Tiger, ‘round my neck of the woods"
MVP,Demon Time,2022,rap,25,i don't,the shit,"If I don't like the shit, guarenteed it's scrapped"
MVP,Demon Time,2022,rap,25,actin',a dog,"Actin' like a dog, then upset you got walked"
Big Teezo,BUZZ LIGHTYEAR,2022,rap,12,i'm spinnin',the fuckin' wheels on the bus,And everyday I'm spinnin' like the fuckin' wheels on the bus
Big Teezo,BUZZ LIGHTYEAR,2022,rap,12,new york,the nets,ØUTLAW up in New York like The Nets
Big Teezo,BUZZ LIGHTYEAR,2022,rap,12,takin' off,a jet,"And I promise that we takin' off like a jet, bitch"
Big Teezo,BUZZ LIGHTYEAR,2022,rap,12,nigga leanin',a kick stand,"Nigga leanin' like a kick stand, cup full of mud"
Big Teezo,BUZZ LIGHTYEAR,2022,rap,12,nigga,a minute man,"Nigga like a minute man, only two pumps"
Chef Cheeza,Clean,2022,rap,1,siempre encima,a gorilla,Siempre encima like a gorilla
Chef Cheeza,Clean,2022,rap,1,siempre clean,a gentleman,Siempre clean like a gentleman
Woahaa,Voodoo,2022,misc,3,i'm not,the rest of them believe me,I'm not like the rest of them believe me
DempseyRollBoy,SZN 6,2022,rap,23,game is,a pitstop,"These rappers come and go, the game is like a pitstop"
M.I.M.E & JAIoftheRise x Sweepz,Lights Out,2020,rap,4,body she,my kryptonite,"Stick with life, move that body she like my kryptonite"
Diesel Clockwork,Plato,2022,rap,3,m baked,a potato,I’m baked like a potato
Diesel Clockwork,Plato,2022,rap,3,m baked,a potato,I’m baked like a potato
SC4Z,BROKEN GOD,2022,rap,0,my message,a fucking god,Once they're dead spread my message like a fucking god
Donnie Menace,Let Me Live,2015,rap,2,my balls,a nutsack wrinkle,Hanging off my balls like a nutsack wrinkle (Like)
Donnie Menace,Let Me Live,2015,rap,2,and act,a bitch,When they hear it they turn tranny and act like a bitch (Puss)
Donnie Menace,Let Me Live,2015,rap,2,got cut,a cancerous tumor,Throwing slander and rumors tryna bash your influence so they can deflect the bitterness about the fact their delusions or they're truly delusion and really lack they're a cube in the grass while they got cut like a cancerous tumor (Yep)
Boss Billionaire,Diet Coke FREESTYLE,2022,rap,11,see through,a glass chair,You see through like a glass chair
Mari Da Goat,NNN,2021,rap,2,the nut,the squirrel off of ice age,After the nut like the squirrel off of Ice Age
Queezy_the_Gangster,Real G,2022,rap,36,this meat,a hotdog no burger,She ate this meat like a hotdog no burger
Queezy_the_Gangster,Real G,2022,rap,36,leaking blood,a shark during high tide,She leaking blood like a shark during high tide
Queezy_the_Gangster,Real G,2022,rap,36,she be,a stripper that forgot the ones,She be like a stripper that forgot the ones (G.B.)
Queezy_the_Gangster,Real G,2022,rap,36,don't,her anymore but,"Don't like her anymore but, used to think A.D. was pretty fine"
Queezy_the_Gangster,Real G,2022,rap,36,legs look,a toothpick,Hez won't do shit and his legs look like a toothpick
Queezy_the_Gangster,Real G,2022,rap,36,but acts,a blonde,M.H. brown hair but acts like a blonde
Queezy_the_Gangster,Real G,2022,rap,36,treats me,a kid,Momma treats me like a kid but tells me I need to be grown
Jay Electronica,Exhibit G Submission,2022,rap,143,the game,a minotaur,Cast a whole spell on the game like a minotaur
Whose,Bounty Hunter Lobo,2020,rap,1,the mile,a slowpoke,"Yeah, used to run the mile like a slowpoke"
TUNDRAMANE,NINE CIRCLES,2022,rap,2,we thriving,a masochist,We thriving like a masochist
Viceoca,Lil kids,2022,rap,12,bag look,a cacoon,He in a body bag look like a cacoon
Luclover,HELPLESS,2022,rap,3,it feel,the end,Man it feel like the end
Luclover,HELPLESS,2022,rap,3,it feel,the end,Man it feel like the end
Grimey Ant,For a Week,2022,rap,22,your life,a thief,Nine get to sperking ima take your life like a thief
NAUTI,Another Level,2022,rap,5,that thing,a go getter,Huh? I come sliding in that thing like a go getter
Anede,Carl Sagan Eats Bananas,2022,rap,15,they taste,a leaf that my friend had seasoned before i ate it come on josh i wanna scroll tap your crotch my mom wanna whoop me,Uh I don't wanna eat bananas they are gross and they taste like a leaf that my friend had seasoned before I ate it come on josh I wanna scroll tap your crotch my mom wanna whoop me but I'm a nerd so I say actually you can't make contact because molecules are mostly empty space but she gets madder than when I pooped on my dad last night mom is still pushing me to eat bananas but I say no because b is a terrible letter and her name is becky that's why I hate her shе needs therapy
Key Glock,Gucci  Dolph,2022,rap,1317,this bitch,my last name was o'neal,I just slammed this bitch like my last name was O'Neal (Uh)
The Jibblers,BOOTY SHAPED LIKE ACORN,2022,rap,2,play me,a dummy,"Play me like a dummy, like bitch, are you dumb?"
Bxred,I need a bigger vent,2022,rap,7,a lot,a cycle,"Life a lot like a cycle, you shot, then grow back like grass"
Swamp Thing (CA),Wild Right Hook,2021,rap,2,right hook,the candyman,Wild right hook like the Candyman
Swamp Thing (CA),Wild Right Hook,2021,rap,2,all around,a anagram,Chop ‘em up move ‘em all around like a anagram
