artist,song,year,tag,views,signified,signifier,line
nineteenhunnid,​​​​​​​​switch,2022,rap,108,you look,a lil' thot,"Me and my brothers, we up as a bitch, boy, you so dirty, you look like a lil' thot"
nineteenhunnid,​​​​​​​​switch,2022,rap,108,you look,a lil' thot,"Me and my brothers, we up as a bitch, boy, you so dirty, you look like a lil' thot"
Charlie Kwame,Mic Check,2022,rap,9,started working,a school prefect,I started working like a school prefect
Lu-Kusa WOE,No Stars,2022,rap,6,wins fulfill,your firstborn child lost in the field,So the wins fulfill like your firstborn child lost in the field
Lu-Kusa WOE,No Stars,2022,rap,6,cautious,the crosswalks up in beverly hills,Cautious like the crosswalks up in Beverly Hills
Tyler Jack,DEVIL’S BLESSING,2022,rap,3,he acting,a friend,He acting like a friend but he a enemy
Tyler Jack,DEVIL’S BLESSING,2022,rap,3,he acting,a friend,He acting like a friend but he a enemy
Tyler Jack,DEVIL’S BLESSING,2022,rap,3,shit just,a pro,I’ve been moving on this shit just like a pro
Chase Saint,​soul.,2021,rap,11,your,a hero,"Saint, your like a hero"
Axaero,Hunnids,2022,rap,37,i'm goin',a hundred,"Do the dash in the whip, yeah, I'm goin' like a hundred"
Axaero,Hunnids,2022,rap,37,i'm goin',a hundred,"Do the dash in the whip, yeah, I'm goin' like a hundred"
Axaero,Hunnids,2022,rap,37,i'm goin',a hundred,"Do the dash in the whip, yeah, I'm goin' like a hundred"
Htrap,PAAK,2022,rap,9,hurt me,a cytokine,You help me but you hurt me like a cytokine
Htrap,PAAK,2022,rap,9,the power,the island of guava,Rise against the power like the Island of Guava
Htrap,PAAK,2022,rap,9,running loops,a carousel,Do the same shit running loops like a carousel
ASM (A State of Mind),Honey,2019,rap,1,over waves,a melody,Wind whistles over waves like a melody
ASM (A State of Mind),Honey,2019,rap,1,wrote it,a trashy novel,Just to make your fatty wobble wrote it like a trashy novel
ASM (A State of Mind),Honey,2019,rap,1,it knocking,a sassy brothel,"Yeah, we keep it knocking like a sassy brothel"
ASM (A State of Mind),Honey,2019,rap,1,sing it,a modern day gospel a la andy warhol,Sing it like a modern day gospel a la Andy Warhol
D.enD,EnDfinite,2022,rap,3,said she,my flows when i switch it,A baddie said she like my flows when I switch it
D.enD,EnDfinite,2022,rap,3,this it's,the saiyan saga,I just started this it's like the Saiyan saga
D.enD,EnDfinite,2022,rap,3,end,a sari,I see them copying D.enD like a sari
D.enD,EnDfinite,2022,rap,3,rapping heavily,a mummy,Rapping heavily like a mummy
Yung Giraffe,Pop a Prozac,2020,rap,3,her guts,a motherfucking smoothie,Twist her guts like a motherfucking smoothie
Yung Giraffe,Pop a Prozac,2020,rap,3,a bitch,your name is fucking goofy,You a bitch like your name is fucking goofy
Yung Giraffe,Pop a Prozac,2020,rap,3,carry motherfuckers,a back pack ooh,Carry motherfuckers like a back pack ooh
Yung Giraffe,Pop a Prozac,2020,rap,3,so cold,a motherfucking ice pack ooh,Flash bang fall back jewels so cold like a motherfucking ice pack ooh
Yung Giraffe,Pop a Prozac,2020,rap,3,her guts,a motherfucking smoothie,Twist her guts like a motherfucking smoothie
Yung Giraffe,Pop a Prozac,2020,rap,3,a bitch,your name is fucking goofy,You a bitch like your name is fucking goofy
Yung Giraffe,Pop a Prozac,2020,rap,3,her guts,a motherfucking smoothie,Twist her guts like a motherfucking smoothie
Yung Giraffe,Pop a Prozac,2020,rap,3,a bitch,your name is fucking goofy,You a bitch like your name is fucking goofy
Robb Bank$,Its Lifted,2022,rap,1297,her name,a pok,"Say her name like a Pokémon, again and again (Yeah)"
Zzoneastend,One Thing About Me,2022,rap,16,up just,a hoe sent you a premium,Pop up just like a hoe sent you a premium
Zzoneastend,One Thing About Me,2022,rap,16,yo head,a balloon no helium,Pop yo head like a balloon no helium
Zzoneastend,One Thing About Me,2022,rap,16,bought it,a auction got them babies for adoption,Bought it like a auction Got them babies for adoption
Zzoneastend,One Thing About Me,2022,rap,16,drop its,an explosive,My new shit drop its like an explosive
Zzoneastend,One Thing About Me,2022,rap,16,mind just,a soin,Nigga go hide if he know he owe him Stay stuck on her mind just like a so-in
Johnny Crosss,Coming in close,2022,rap,34,look just,my dad they angry at me say the demons take over look me in my eyes weather drunk,"""Tellin my story settin my goals basking in glory is not what they choose to me this is nothing do this everyday not my choice to defeat you was written this a blunt to the face bottle to liver a thought to the brain that I have to deliver right as I write signaling the shivers still think I should lay it down chrome to the kisser in case they go getters and planned for my kill my innocence taken this shit isn't real my purpose to make it is not to prevail but to say that my life wasn't pointless for real but that wasn't the deal soul diеd in battle withheld from the happinеss I could've handled and left to be lonely with memory's stuck you tell me forget it I wanna give up I don't wanna give up but to see what is next couldn't argue with that I guess I'm a quiter look just like my dad they angry at me say the demons take over look me in my eyes weather drunk or I'm sober like music composers control of the mix"
Johnny Crosss,Coming in close,2022,rap,34,tick tock,the clock i am destined to lead weather rap weather bats i'll take what the universe brings i gotta start to think about me,"I'm a man from the land 216 what I bleed from Fulton to Denison west to the east and call me the northeastbeast and they mad bitter sad I'm still bringing the heating this path that is clear what is destined for me tick tock like the clock I am destined to lead weather rap weather bats I'll take what the universe brings I gotta start to think about me And less about death Cuz rest is all I think in my head and getting out the hood with my FAM Cuz life to short to be any less of a man and helping everyone that I can but first is the man in the mirror here in my land I never gave up delivering my raps they hoping I get sick so I can just die fast theres rythem in the miss and lyrics in my past going no where my bad my bad """
Slayloverboy,Call Me Cupid,2019,rap,9,been livin',a movie,Lately I been livin' like a movie
Slayloverboy,Call Me Cupid,2019,rap,9,said she,my music,She said she like my music
Eric Detzel,Missing You,2022,rap,14,each other,a sock,We’d gotten so close to each other like a sock and toe
Eric Detzel,Missing You,2022,rap,14,its breath,a marionette in geppetto,Then it discovered its breath like a marionette in Geppetto’s store
Henry Fielding,Containing a very extraordinary and pleasant incident.,1751,misc,2,readers as,her best will not be sorry to find that she was a woman,"Her good humour and complaisance, however, were highly pleasing to Amelia. Nay, why should we conceal the secret satisfaction which that lady felt from the compliments paid to her person? since such of my readers as like her best will not be sorry to find that she was a woman."
URLtv,Eazy The Block Captain vs. Aye Verb,2022,rap,290,a bitch,the matrix,Just to realize his whole story revolve around a bitch like The Matrix!
URLtv,Eazy The Block Captain vs. Aye Verb,2022,rap,290,pockets swollen,a lymph node,'Til the pockets swollen like a lymph node
Crm (AU),​harder than ever,2022,rap,34,any time,a toaster,I pop out any time like a toaster (Poppin’ out)
Lilsgrob,Let It Burn,2022,rap,4,be leaning,a kickstand,I be leaning like a kickstand
Devin Young,Toxicity,2022,rap,18,you act,a cat,You act like a cat but instead you're a rat
Devin Young,Toxicity,2022,rap,18,niggas high,a rocket,"Y'all niggas high like a rocket, Just like Jeffy's daddy"
Chilly Boi,Skate,2022,rap,4,on me,a toaster,"I'm crazy baby, keep a heater on me like a toaster"
Chilly Boi,Skate,2022,rap,4,to me,a poster,I told her take picture of it and send it to me like a poster
Chilly Boi,Skate,2022,rap,4,get popped,a soda,So don't play with me or mine cause you might get popped like a soda
Zimm,Past Life,2022,rap,63,be just,your ex,But you think that I'ma be just like your ex
Zimm,Past Life,2022,rap,63,it's,your love a light,"God, you stay on my brain, it's like your love a light"
ASM (A State of Mind),Survival Manifesto,2020,rap,1,throw waves,the flames of a candle,Make 'em throw waves like the flames of a candle
ASM (A State of Mind),Survival Manifesto,2020,rap,1,got beats,a dutch oven,Hotter than lava got beats like a dutch oven
Russ,HANDSOMER Remix,2022,rap,53647,smelling,a comeup in the answer for her,"Walk around, smelling like a come-up in the answer for her"
Russ,HANDSOMER Remix,2022,rap,53647,smelling,a comeup in the answer for her,"Walk around, smelling like a come-up in the answer for her"
Russ,HANDSOMER Remix,2022,rap,53647,smelling,a comeup in the answer for her,"Walk around, smelling like a come-up in the answer for her"
Russ,HANDSOMER Remix,2022,rap,53647,smelling,a comeup in the answer for her,"Walk around, smelling like a come-up in the answer for her"
Russ,HANDSOMER Remix,2022,rap,53647,smelling,a comeup in the answer for her,"Walk around, smelling like a come-up in the answer for her"
Russ,HANDSOMER Remix,2022,rap,53647,smelling,a comeup in the answer for her,"Walk around, smelling like a come-up in the answer for her"
Nitro Billy Goat,Good Morning,2021,rap,5,get loud,my whip when it get started,Get loud like my whip when it get started
Nitro Billy Goat,Good Morning,2021,rap,5,it up,a secret formula,Cook it up cook it up cook it up like a secret formula
Nitro Billy Goat,Good Morning,2021,rap,5,gotta sync,an orchestra,One move one sound gotta sync like an orchestra
Nitro Billy Goat,Good Morning,2021,rap,5,get loud,my whip when it get started,Get loud like my whip when it get started
Nitro Billy Goat,Good Morning,2021,rap,5,it up,a secret formula,Cook it up cook it up cook it up like a secret formula
Nitro Billy Goat,Good Morning,2021,rap,5,gotta sync,an orchestra,One move one sound gotta sync like an orchestra
Rustage,Beast Kurama Rap,2022,rap,2361,spitting flammable,a vulpix,"All collateral, spitting flammable like a Vulpix"
Rustage,Beast Kurama Rap,2022,rap,2361,my past,a read comic,Put the paper in my past like a read comic
DempseyRollBoy,​​​​spring showers,2022,rap,67,feelings change,the seasons do,Feelings change like the seasons do
SSUNNO,Chose-Zen,2022,rap,4,stayin' wise,a snake,Stayin' wise like a snake
SSUNNO,Chose-Zen,2022,rap,4,soarin' high,a bird,Soarin' high like a bird
SSUNNO,Chose-Zen,2022,rap,4,me do,a verb,Call me do like a verb
nineteenhunnid,EXODUS,2022,rap,1,i'm up,a pelican,"I just woke up, boy, I'm up like a pelican (A pelican, yeah)"
nineteenhunnid,EXODUS,2022,rap,1,choppa go,a drum kit,This choppa go like a drum kit (Buh-buh)
Yung Giraffe,Fake Chains,2020,rap,3,this smoke,a sauna,You can catch this smoke like a sauna
Yung Giraffe,Fake Chains,2020,rap,3,she slide,a yeezy,She slide like a yeezy
Yung Giraffe,Fake Chains,2020,rap,3,her shot,a motherfucking crossbow,Shot her shot like a motherfucking crossbow
YCM-OLSEONE,Stack,2021,rap,2,cut short,a s,Your life cut short like a sеvered vein
C-Mob,Trust None,2022,rap,67,cut up,a slab of the crack,Cut up like a slab of the crack
BATI297,CRYPTO,2022,rap,24,yürüdüm yolları,a cumali,Yürüdüm yolları like a cumali
BATI297,CRYPTO,2022,rap,24,felek,a vida okey baby,Felek Like a vida okey baby
Lil One,Psych,2022,rap,3,the side,the old days,"You seen the side like the old days, yeah"
Ridgio,Armageddon,2022,rap,3,my flow,the flu butchu ain't have finna catch it,My flow like the flu butchu ain't have finna catch it
Je; Adot,Milana /demisemiquaver,2022,rap,9,got humps,the shit was a llama,.40 got humps like the shit was a llama
Je; Adot,Milana /demisemiquaver,2022,rap,9,her ride,a jockey,I let her ride like a jockey
LiveRAW GBT,Carry On,2018,rap,2,feeling,a farm boy i'm touching the chicken,Feeling like a farm boy i'm touching the chicken
LiveRAW GBT,Carry On,2018,rap,2,get smashed,a ant,"Bitchеs bugging, so they only get smashed like a ant"
LiveRAW GBT,Carry On,2018,rap,2,light up,a lamp,"And then I light up like a lamp, got fire like camp"
LiveRAW GBT,Carry On,2018,rap,2,it out,a fireman,"I smoke the crud, put it out like a fireman"
Monarch Entertainment,Sit Tight,2020,rap,5,get stacked,the blocks in jenga,How the guap get stacked like the blocks in jenga
Monarch Entertainment,Sit Tight,2020,rap,5,hot,a burner,"Hot like a burner, need to drop another banger"
Chihoon (TO1),Highlight,2022,rap,12,feeling,a stylist,Feeling like a stylist
Chihoon (TO1),Highlight,2022,rap,12,feeling,a savage,Feeling like a savage
Chihoon (TO1),Highlight,2022,rap,12,feeling,a drama,"Feeling like a drama, feeling like"
Chihoon (TO1),Highlight,2022,rap,12,feeling,a holy,Feeling like a holy
Chihoon (TO1),Highlight,2022,rap,12,feeling,a star,Feeling like a star
Chihoon (TO1),Highlight,2022,rap,12,feeling,a movie,Feeling like a movie
Chihoon (TO1),Highlight,2022,rap,12,feeling,a stylist,Feeling like a stylist
Chihoon (TO1),Highlight,2022,rap,12,feeling,a savage,Feeling like a savage
Chihoon (TO1),Highlight,2022,rap,12,feeling,a drama,"Feeling like a drama, feeling like"
Chihoon (TO1),Highlight,2022,rap,12,feeling,a holy,Feeling like a holy
Chihoon (TO1),Highlight,2022,rap,12,feeling,a star,Feeling like a star
Chihoon (TO1),Highlight,2022,rap,12,feeling,a movie,Feeling like a movie
Chihoon (TO1),Highlight,2022,rap,12,feeling,a stylist,Feeling like a stylist
Chihoon (TO1),Highlight,2022,rap,12,feeling,a savage,Feeling like a savage
Chihoon (TO1),Highlight,2022,rap,12,feeling,a drama,"Feeling like a drama, feeling like"
Chihoon (TO1),Highlight,2022,rap,12,feeling,a star,Feeling like a star
Chihoon (TO1),Highlight,2022,rap,12,feeling,a movie,Feeling like a movie
Provost & Glitches,Untitled Song,2022,rap,1,said it,a parfait i'm like all wait you can check my briefcase go back to shit egg,(?) that's awesome i got a ili bity waste now how my dick taste she said it like a parfait I'm like all wait you can check my briefcase go back to shit egg
King of the Dot,HFK vs Speakeasy,2009,rap,2,guy is,the white version of eli porter,And this guy is like the white version of Eli Porter
S.Savv,Taliban,2021,rap,10,masked up,the taliban,Masked up like the Taliban
Wendigo,Wendigo,2022,rap,32,i'm flyin',a eagle,I'm flyin' like a eagle (Eagle noise)
Wendigo,Wendigo,2022,rap,32,you actin',a hoe,"Why you actin' like a hoe? I don't give a fuck, she [?]"
TheHxliday,Extraterrestrial,2022,rap,47,it feel,a festival,"Drugs in my body, it feel like a festival"
TheHxliday,Extraterrestrial,2022,rap,47,you dead,a vegetable,"And my lil shawty, you dead like a vegetable"
TheHxliday,Extraterrestrial,2022,rap,47,it feel,a festival,"Drugs in my body, it feel like a festival"
TheHxliday,Extraterrestrial,2022,rap,47,you dead,a vegetable,"And my lil shawty, you dead like a vegetable"
VALVIRUS & Juanuary,Target Practice,2021,rap,11,feelin' sharp,a cactus,"Feelin' sharp like a cactus, target practice"
VALVIRUS & Juanuary,Target Practice,2021,rap,11,flow smooth,a cucumber,Flow smooth like a cucumber
Scotty Jupiter,Cleopatra and Mark Anthony,2022,rap,2,i rose,the first,I rose like the first
Burden,Down to Die,2021,rap,41,ain't nothin',the punks that you used to,"I ain't nothin' like the punks that you used to, bitch"
Whose,Brutus Beefcake,2020,rap,4,you dressed,a ring bearer,Why you dressed like a ring bearer
LiL GxD Da Yung God,Miles,2021,rap,1,was out,a light,Took a pill and I was out like a light
Ace OG,Another Check,2022,rap,13,whip lookin',an oreo,"Outside black, interior white, my whip lookin' like an Oreo (Skrrt)"
Twotimer,Magnificent,2022,rap,3,in vallejo,a fucking seagull,Posted at the Six Flags in Vallejo like a fucking seagull
Twotimer,Magnificent,2022,rap,3,body just,a fucking beetle,Gotta keep this armor on my body just like a fucking beetle
Twotimer,Magnificent,2022,rap,3,so magnificent,the inside of a big cathedral,I look so magnificent like the inside of a big cathedral
Twotimer,Magnificent,2022,rap,3,just,an old tree,"Just like an old tree, I am very wise and deeply rooted"
Twenty Eight,Shouda Known,2020,rap,5,she something,a racer,"She something like a racer,(aye) yeah she switching sides (woo)"
Henry Fielding,Consequences of the masquerade.,1751,misc,2,do you,the character of hippodamia,"“Or how do you like the character of Hippodamia, who, by being the prettiest girl and best workwoman of her age, got one of the best husbands in all Troy?—I think, indeed, Homer enumerates her discretion with her other qualifications; but I do not remember he gives us one character of a woman of learning.—Don’t you conceive this to be a great omission in that who, by being the prettiest girl and best workwoman of her age, got one of the best husbands in all Troy?—-I think, indeed, Homer enumerates her discretion with her other qualifications; but I do not remember Don’t you conceive this to be a great omission in that charming poet? However, Juvenal makes you amends, for he talks very abundantly of the learning of the Roman ladies in his time.”"
D Supreme,Loves Deadly,2022,rap,7,over just,a mighty rain,It's really hard to get over just like a mighty rain
FCG Heem,Enviroment,2022,rap,226,strapped up,the navy,"I'm strapped up like the Navy, they won't take me away (They won't take me away, yeah)"
FCG Heem,Enviroment,2022,rap,226,strapped up,the navy,"I'm strapped up like the Navy, they won't take me away (They won't take me away, yeah)"
Caskey,True Love Remix,2022,rap,309,stayed,a hospital,"Crashed at my place for one night, stayed like a hospital"
Caskey,True Love Remix,2022,rap,309,believe it,a flyin' saucer,"When they see you, don't believe it like a flyin' saucer"
Caskey,True Love Remix,2022,rap,309,at home,your momma's pot roast,Girl you make me feel at home like your momma's pot roast
Henry Fielding,Containing a letter of a very curious kind.,1751,misc,3,not much,the simile,"“With how much greater confidence may a good Christian despise, and even deride, all temporary and short transitory evils! If the poor wretch, who is trudging on to his miserable cottage, can laugh at the storms and tempests, the rain and whirlwinds, which surround him, while his richest hope is only that of rest; how much more chearfully must a man pass through such transient evils, whose spirits are buoyed up with the certain expectation of finding a noble palace and the most sumptuous entertainment ready to receive him! I do not much like the simile; but I cannot think of a better. And yet, inadequate as the simile is, we may, I think, from the actions of mankind, conclude that they will consider it as much too strong; for, in the case I have put of the entertainment, is there any man so tender or poor-spirited as not to despise, and often to deride, the fiercest of these inclemencies which I have mentioned? but in our journey to the glorious mansions of everlasting bliss, how severely is every little rub, every trifling accident, lamented! and if Fortune showers down any of her heavier storms upon us, how wretched do we presently appear to ourselves and to others! The reason of this can be no other than that we are not in earnest in our faith; at the best, we think with too little attention on this our great concern. While the most paultry matters of this world, even those pitiful trifles, those childish gewgaws, riches and honours, are transacted with the utmost earnestness and most serious application, the grand and weighty affair of immortality is postponed and disregarded, nor ever brought into the least competition with our affairs here. If one of my cloth should begin a discourse of heaven in the scenes of business or pleasure; in the court of requests, at Garraway’s, or at White’s; would he gain a hearing, unless, perhaps, of some sorry jester who would desire to ridicule him? would he not presently acquire the name of the mad parson, and be thought by all men worthy of Bedlam? or would he not be treated as the Romans treated their Aretalogi,{Footnote: A set of beggarly philosophers who diverted great men at their table with burlesque discourses on virtue.} and considered in the light of a buffoon? But why should I mention those places of hurry and worldly pursuit? What attention do we engage even in the pulpit? Here, if a sermon be prolonged a little beyond the usual hour, doth it not set half the audience asleep? as I question not I have by this time both my children. Well, then, like a good-natured surgeon, who prepares his patient for a painful operation by endeavouring as much as he can to deaden his sensation, I will now communicate to you, in your slumbering condition, the news with which I threatened you. Your good mother, you are to know, is dead at last, and hath left her whole fortune to her elder daughter.—This is all the ill news I have to tell you. Confess now, if you are awake, did you not expect it was much worse; did not you apprehend that your charming child was dead? Far from it, he is in perfect health, and the admiration of everybody: what is more, he will be taken care of, with the tenderness of a parent, till your return. What pleasure must this give you! if indeed anything can add to the happiness of a married couple who are extremely and deservedly fond of each other, and, as you write me, in perfect health. A superstitious heathen would have dreaded the malice of Nemesis in your situation; but as I am a Christian, I shall venture to add another circumstance to your felicity, by assuring you that you have, besides your wife, a faithful and zealous friend. Do not, therefore, my dear children, fall into that fault which the excellent Thucydides observes is too common in human nature, to bear heavily the being deprived of the smaller good, without conceiving, at the same time, any gratitude for the much greater blessings which we are suffered to enjoy. I have only farther to tell you, my son, that, when you call at Mr. Morand’s, Rue Dauphine, you will find yourself worth a hundred pounds. Good Heaven! how much richer are you than millions of people who are in want of nothing! farewel, and know me for your sincere and affectionate friend.”"
Henry Fielding,Containing a letter of a very curious kind.,1751,misc,3,do you,the letter,"“There, madam,” cries Booth, “how do you like the letter?”"
Lilmar,First Day Out,2022,rap,90,homeless people,a whale,The system fucked them homeless people like a whale (Facts)
"Tonic Dream, DAEGHO",OVERDRIVE,2022,rap,29,the heat,an ice cube,You could never handle the heat like an ice cube
V Sinizter,Jacko Lanterns,2003,rap,7,believed you,a fool,And I believed you like a fool
V Sinizter,Jacko Lanterns,2003,rap,7,believed you,a fool,And I believed you like a fool
V Sinizter,Jacko Lanterns,2003,rap,7,believed you,a fool,And I believed you like a fool
V Sinizter,Jacko Lanterns,2003,rap,7,believed you,a fool,And I believed you like a fool
V Sinizter,Jacko Lanterns,2003,rap,7,believed you,a fool,And I believed you like a fool
V Sinizter,Jacko Lanterns,2003,rap,7,believed you,a fool,And I believed you like a fool
V Sinizter,Jacko Lanterns,2003,rap,7,believed you,a fool,And I believed you like a fool
V Sinizter,Jacko Lanterns,2003,rap,7,believed you,a fool,And I believed you like a fool
V Sinizter,Jacko Lanterns,2003,rap,7,believed you,a fool,And I believed you like a fool
JAHHLU,​ffa,2021,rap,76,an ak-47,a motherfuckin' rush,K-Keep an AK-47 like a motherfuckin' rush
JAHHLU,​ffa,2021,rap,76,nigga got,the dozen pair,"Got Dolce & Gabbana, lil' nigga got like the dozen pair"
JAHHLU,​ffa,2021,rap,76,c-c-choppa breakin',a kit kat,C-C-Choppa breakin' like a Kit Kat
JAHHLU,​ffa,2021,rap,76,move,a zombie,"And I feel like ericdoa, move like a zombie"
JAHHLU,​ffa,2021,rap,76,to barkin',the big dog,"Get to sparkin', get to barkin' like the big dog"
JAHHLU,​ffa,2021,rap,76,that bitch,a guitar,And I'm playin' with that bitch like a guitar
YRM Bear,Cashtroworld,2018,rap,1,whip gassed,a skunk,My whip gassed like a skunk
YRM Bear,Cashtroworld,2018,rap,1,wraith ass,a cake,Whippin the wraith ass like a cake
YRM Bear,Cashtroworld,2018,rap,1,out here,a lightweight,Out here like a lightweight
Jonnie Malone,Time For You,2022,rap,6,blow up,a can reading danger,And watch it blow up like a can reading danger
Joe Trufant,Mountains,2022,rap,35,the gang,a fountain,A lot of water on the gang like a fountain
Ca$h Leonard,Mammoth,2022,rap,11,bitch,a mormon i handout,Bitch like a mormon I handout
Ca$h Leonard,Mammoth,2022,rap,11,em ducking,a merry go,"Pull into Atlanta, got em ducking like a merry go"
Ca$h Leonard,Mammoth,2022,rap,11,em ducking,a merry go,"Pull into Atlanta, got em ducking like a merry go"
Ca$h Leonard,Mammoth,2022,rap,11,bitch,a mormon i handout,Bitch like a mormon I handout
Ca$h Leonard,Mammoth,2022,rap,11,em ducking,a merry go,"Pull into Atlanta, got em ducking like a merry go"
"Young Roddy, Curren$y & Smoke DZA",After Hours,2021,rap,33,it shaking,a paint can,He know his nigga DZA get it shaking like a paint can (Yes)
Yung Giraffe,Yoss,2020,rap,6,smoking gas,the holocaust,Bitch I'm smoking gas like the holocaust
Yung Giraffe,Yoss,2020,rap,6,i'm flying,a rocket,Bitch I'm flying like a rocket
Yung Giraffe,Yoss,2020,rap,6,smoking gas,the holocaust,Bitch I'm smoking gas like the holocaust
STUTZYDRIPGOD,Starlight,2021,rap,5,feels,a knife through the eye,"People cut me off, feels like a knife through the eye"
STUTZYDRIPGOD,Starlight,2021,rap,5,love is,a fucking fire,Love is like a fucking fire
betweentheveinsandi,​isolated cover,2021,rap,7,october is,a sauna,Dark pelt coat in October is like a sauna
Mr. SOS,No More Games,2022,rap,9,the earth,a comet,Her to the ends of the earth like a comet
Teyler Leigh,Vibe,2021,rap,9,you seem,my type so i'm really tryna know you,But you seem like my type so I'm really tryna know you
Mirwin,EVER BEEN,2022,rap,7,treat me,an afterthought,"They treat me like an afterthought, I feel just like an asterisk"
ASM (A State of Mind),Marathon,2020,rap,4,we traveled,the clouds over hillsides,"Ayo, we traveled like the clouds over hillsides"
ASM (A State of Mind),Marathon,2020,rap,4,little tense,a tree trunk,"Ease up, seem a little tense like a tree trunk"
YVB GeeZy420,Tomorrow,2022,rap,8,right just,a steerin' wheel,"Bitch I'm High as fuck just give me all the fuckin meds, Smokin' opps left and right just like a steerin' wheel"
Sora Stryder,Whos The Plug?,2022,rap,3,the break,a weekly tv show,Back from the break like a weekly TV show
Sora Stryder,Whos The Plug?,2022,rap,3,still winning,my past shit,"I'm still winning like my past shit, I'm hex casting"
Denzel Benzel,Stan Remix,2022,rap,79,he looked,an ogre,"I saw James Daley, I thought he looked like an ogre"
TrulyDrako,B4 DEBT,2022,rap,5,we deep,a beehive,Thuggin off Lyft we deep like a beehive
TrulyDrako,B4 DEBT,2022,rap,5,i feel,the grinch,Run in his crib and I feel like the grinch
TrulyDrako,B4 DEBT,2022,rap,5,we deep,a beehive,Thuggin off Lyft we deep like a beehive
Adjacen7,Fritolay,2021,rap,6,my pocket,a fritolay,Money out my pocket like a fritolay
Adjacen7,Fritolay,2021,rap,6,stomach pack,a sold out rodeo,And her stomach pack like a sold out rodeo
Adjacen7,Fritolay,2021,rap,6,display it,a omnitrix,It go until i'm dead i display it like a omnitrix
Adjacen7,Fritolay,2021,rap,6,my pocket,a fritolay,Money out my pocket like a fritolay
LiMM,10am in WPG,2019,rap,3,s built,a flute,With your girl and she’s built like a flute
LiMM,10am in WPG,2019,rap,3,s built,a flute,With your girl and she’s built like a flute
Genius English Translations,Slums Attack ft O.S.T.R.  Jeru the Damaja - Oddałbym English Translation,2022,rap,15,just,the whole fucking industry,"I cried, just like the whole fucking industry"
Soova,MIA,2021,rap,3,on him,a roll up,Pull up on him like a roll up
Jesse Jagz,Jesse Swag,2010,rap,5,all high,a highland,We go climb up all high like a highland
CBG,Insecure,2021,rap,40,u change,the seasons,I can't put my trust in you cus u change like the seasons
B.o.B,Simulation,2022,rap,13,to feel,a prison,All the minutiae of everyday it is beginning to feel like a prison
Robb Bank$,Real Nigga Theme Music,2022,rap,20,do it,your momma said,"Sit down, cross your legs, do it like your momma said, yeah"
Thomas Love Peacock,The Roman Camp,1831,misc,0,eyes are,the fishpools of heshbon,"The Rev. Dr. Folliott.—He has, sir.  Her eyes are like the fish-pools of Heshbon, by the gate of Bethrabbim; and she is to have a handsome fortune, to which divers disinterested gentlemen are paying their addresses.  Perhaps you design to be one of them?"
Thomas Love Peacock,The Roman Camp,1831,misc,0,been exactly,his father,"The Rev. Dr. Folliott.—As to honesty, sir, he made his fortune in the city of London, and if that commodity be of any value there, you will find it in the price current.  I believe it is below par, like the shares of young Crotchet’s fifty companies.  But his progress has not been exactly like his father’s.  It has been more rapid, and he started with more advantages.  He began with a fine capital from his father.  The old gentleman divided his fortune into three not exactly equal portions; one for himself, one for his daughter, and one for his son, which he handed over to him, saying, “Take it once for all, and make the most of it; if you lose it where I won it, not another stiver do you get from me during my life.”  But, sir, young Crotchet doubled, and trebled, and quadrupled it, and is, as you say, a striking example of the reward of industry; not that I think his labour has been so great as his luck."
Thomas Love Peacock,The Roman Camp,1831,misc,0,grown up,a mushroom,"The Stranger.—But, sir, is all this solid? is there no danger of reaction? no day of reckoning to cut down in an hour prosperity that has grown up like a mushroom?"
Hxrvlo_SA,Grace,2022,rap,10,a clan,the wutang,"My niggas, CozyProjects - real winners. May the Gods pass you divine guidance as you walk the earth while the devil just shivers. We really gotta live out our dreams - tlampe baje believe, be a Clan like the Wu-Tang & get this C.R.E.A.M"
CTE 3,PURPLE HEART,2022,rap,4,why you,my post,Girl why you like my post and then say that you gone?
LazayASAP,Da fittest prod jos x eliyf x turro,2022,rap,7,so delicate,a package,Baby so delicate like a package
LazayASAP,Da fittest prod jos x eliyf x turro,2022,rap,7,so delicate,a package,Baby so delicate like a package
Aiden Scar,Star Rain,2022,rap,34,life was,a movie i,If my life was like a movie I’d need 50 sequels x2
Rivilin,The One You Hate,2022,rap,13,were fucking,a brother to me,You were fucking like a brother to me
